TAIL OF THE BANK GRE,-4.8,56.0
TAIL O` THE BANK,-4.8,56.0
TAILOM BAY,114.4,22.4
TAING TAO,120.3,36.1
TAIO,113.9,22.2
TAIPO,114.0,22.3
TAIRIO DOCK,114.2,22.3
TAIWAN BAY,114.2,22.3
TAKORADI,-1.8,4.9
TAKORASI,-2.0,6.3
TAKU BAY,-135.0,-23.1
TALARA,-81.3,-4.6
TALCAHUANO,-73.1,-36.7
TALCAHVANO,-73.1,-36.7
TAMATAVE,49.4,-18.2
TAMATIVE,49.4,-18.2
TANGIER,-5.8,35.8
TANGKU,117.6,39.0
TANJONG PRIOK,106.9,-6.1
TANJONG PRIOR,106.9,-6.1
TARANTO,17.2,40.6
TARAWA,173.0,1.4
TARHOO DRY DOCK,114.2,22.3
TAUGKU,117.6,39.0
TE RAWHITI,174.2,-35.2
TEINGTAO,120.3,36.1
TELRAN REACH,103.8,1.5
TENEDOS,26.0,39.8
TENERIFFE,-16.2,28.5
TEPAKI POINT,175.8,-36.7
TEWFICK,32.6,29.9
THE HOLY LOCH,-4.9,56.0
THE KOLA INLET,33.5,69.2
THE PIRAEUS,23.6,38.0
THOMPSONS DRY DOCK,-5.9,54.6
THORSHAUN,-6.8,62.0
THURSDAY ISLAND,142.2,-10.6
THURSO BAY,-3.5,58.6
TIC,-1.5,55.0
TIC WARF TYNE,-1.5,55.0
TIENTSIM,117.2,39.1
TIENTSUI,117.2,39.1
TIEUTSIU,117.2,39.1
TIEUTSUI,117.2,39.1
TIMARA,39.1,41.0
TIMARU,171.2,-44.4
TIVAT,18.7,42.4
TOB,-4.8,55.9
TOBAGA,-60.7,11.2
TOBAGA BAY,178.3,-38.4
TOBERMARY,-6.1,56.6
TOBERMORY,-6.1,56.6
TOILOM BAY,125.5,7.0
TOKYO BAY,139.8,35.4
TOLO,114.2,22.4
TOLO CHANNEL,114.2,22.4
TOLO HARBOR,114.2,22.4
TOLO HARBOUR,114.2,22.4
TOLO INLET,114.2,22.4
TOMKINSVILLE BAY,-74.1,40.6
TOMPKINSVILLE,-74.1,40.6
TOMPKINSVILLE BAY,-74.1,40.6
TONGKU,113.9,22.4
TOR BAY,-52.7,47.7
TORBAY,-3.5,50.4
TORQUAY,-3.5,50.5
TOULON,5.9,43.1
TOURABAYA,112.8,-7.2
TOWNSVILLE,146.8,-19.2
TRANSIT PANAMA CANAL,-79.9,9.3
TREBUKI,24.6,38.8
TREINSTIEN,117.2,39.1
TRIESTE,13.8,45.7
TRIMCOMALEE,81.2,8.6
TRINCO,81.2,8.6
TRINCOMALEE,81.2,8.6
TRINCOMALI,81.2,8.6
TRINCOMALI NO 2 BERT,81.2,8.6
TRINCOMALT,81.2,8.6
TRINCONALEE,81.2,8.6
TRINCONALI,81.2,8.6
TRINIDAD,-61.5,10.7
TRINTSIN,117.2,39.1
TRISTAN DA CUNHA,-12.3,-37.1
TROON,-4.7,55.5
TSING TAO,120.3,36.1
TSINGTAO,120.3,36.1
TSMALIA,22.9,38.5
TSUIGTAO,120.3,36.1
TULEAR,43.6,-23.4
TULLEAR,43.7,-23.4
TWOFOLD BAY,149.9,-37.1
TYNE,-1.5,55.0
TYNE DOCK,-1.4,55.0
TYNE RIVER,-1.6,55.0
TYNEMOUTH,-1.4,55.0
TYNESIDE,-1.5,55.0
U.S. NAVY YARD BROOK,-74.0,40.6
U.S. NAVY YD BROOKLY,-74.0,40.7
ULITHI,139.7,10.0
ULITHIE,139.7,10.0
UMM AL QAIWAIN,56.5,26.2
URMSTON ROAD,113.9,22.3
URMSTON ROAD OF HONG,113.9,22.3
URMSTON ROADS,113.9,22.3
US NAVY YARD BROOKLY,-73.9,40.7
UTAH ASSAULT AREA,-1.2,49.4
V J ANCHGE PENANG,100.2,5.4
VAENGA BAY,33.4,69.1
VALETTA,14.5,35.9
VALETTA MALTA,14.5,35.9
VALIKA BAY,23.5,38.0
VALLETTA,14.5,35.9
VALLETTE,-72.3,19.6
VALPARAISO,-71.6,-33.0
VANCOUVER,-123.1,49.2
VANEGA BAY,33.4,69.1
VATICA BAY,23.0,36.5
VATIKA BAY,23.0,36.5
VAVAR,160.8,-9.9
VEJLE,10.3,55.3
VENGA BAY,33.4,69.1
VENICE,12.6,45.6
VERACRUZ,-96.1,19.2
VERA CRUZ,-96.1,19.2
VERNON PIER,152.8,-25.2
VILA,168.3,-17.7
VIZAGAPATAN,83.3,17.7
VIZAGAPATRON,83.3,17.7
VIZAGAPOTAM,83.3,17.7
VLADIVOSTOK,131.9,43.1
W ALVIS BAY,14.5,-22.9
WAI HAI WEI,120.6,24.3
WAIKAWAU BAY,175.5,-36.6
WAIWEIHEI,120.6,24.3
WALKER NAVAL YARD,-1.6,55.0
WALKER-ON-TYNE,-1.4,55.0
WALLSEND,-1.6,55.0
WALLSEND DOCK,-1.6,55.0
WALLSEND ON TYNE,-1.6,55.0
WALRIS BAY,14.5,-22.9
WALVIS BAY,14.5,-22.9
WARRI,6.2,4.3
WATSONS BAY,151.3,-33.9
WEI HAI WAI,120.6,24.3
WEI HAI WEI,122.1,37.5
WEI HEI WEI,120.6,24.3
WEIHAIWEI,122.1,37.5
WEIHEIWEI,120.6,24.3
WELLINGTON,174.8,-41.3
WEST WALL BASIN BOMB,72.9,18.9
WEST WALL KOWLOON,114.2,22.3
WEWAK,143.6,-3.5
WEYMOUTH,-2.5,50.6
WEYMOUTH BAY,-2.5,50.6
WHAMPON DOCK,114.2,22.3
WHAMPOO,114.2,22.3
WHANGAREI HEADS,174.5,-35.8
WHANGARURU,175.6,-36.7
WHANTON DOCK,114.2,22.3
WHAUGABOUA BAY,175.6,-36.7
WHAUGAPOUA,175.6,-36.7
WHAUGAPUA BAY,175.6,-36.7
WHAUGAREI HEAD,174.5,-35.8
WHAUGAREI HEADS,174.5,-35.8
WICHSI BAY,19.0,78.5
WILLEMSTAD,-57.6,6.3
WILLOUGHBY DOCK,-76.3,36.9
WOLFE,-71.5,45.8
WOOLWICH,0.2,51.5
WOOSUNG,121.5,31.4
WRANGELL,-132.4,56.5
WUHU,118.3,31.3
XAVALLA,24.4,40.9
YALTA,34.2,44.5
YANGTGE DELTA,120.5,31.2
YARMONTH ROADS,1.8,52.6
YARMOUTH,-1.5,50.7
YATIKA BAY,23.0,36.5
YOKAHAMA,139.6,35.5
YOKCHAMA,139.6,35.5
YOKOHAMA,139.7,35.5
YOKOHAMAS,139.6,35.5
YOKOHANA,139.6,35.5
Z5 BELFAST LOUGH,-5.6,54.7
ZABAIR ISLANDS,42.2,15.1
ZAILA,43.5,11.4
ZANZIBAR,39.2,-6.2
ZARA,15.2,44.1
ZUBAIR,42.2,15.1
